     	proc  	id   	;    	begin  	end   	*    	record integer 	real  	[    	num   	]    	=    	+    	(    	)    	-    	or   	and   	not   	true  	false  	<    	<=   	==   	!=   	>    	>=   	if   	then  	else  	while  	do   	call  	,    	$    	P'   	P    	S    	D    	T    	X    	C    	N1   	N2   	E    	E1   	E2   	L    	B    	B1   	B2   	R    	S1   	S2   	S0   	S3   	M0   	M    	N    	EL   
523   	     	r44   	     	r44   	r44   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r44   	     	     	r44   	     	r44   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
524   	     	     	     	     	     	     	     	     	     	s313  	     	     	s525  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
525   	     	s322  	     	     	     	     	     	     	     	     	s321  	     	     	     	s327  	     	s326  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	526   	337   	330   	317   	     	     	     	     	     	     	     	     	     	     	     	     
526   	     	     	s527  	     	     	     	     	     	     	     	     	     	     	s339  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
527   	     	r17   	     	r17   	r17   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r17   	     	     	r17   	     	r17   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
528   	     	     	     	     	     	     	     	     	     	s343  	     	     	s529  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
529   	     	s322  	     	     	     	     	     	     	     	     	s321  	     	     	     	s327  	     	s326  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	530   	337   	330   	317   	     	     	     	     	     	     	     	     	     	     	     	     
530   	     	     	s531  	     	     	     	     	     	     	     	     	     	     	s339  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
531   	     	r16   	     	r16   	r16   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r16   	     	     	r16   	     	r16   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
532   	s477  	r4   	     	r4   	     	     	s463  	s462  	s461  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r4   	     	     	r4   	     	r4   	     	     	     	     	     	532   	515   	466   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
533   	     	r56   	     	r56   	s547  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r56   	     	     	r56   	     	r56   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	534   	     	     
534   	     	s528  	     	s535  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	s538  	     	     	s492  	     	s516  	     	     	     	     	546   	     	     	     	     	     	     	     	     	     	524   	     	     	     	     	523   	522   	     	     	     	     	     	     
535   	     	s342  	     	s2   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	s228  	     	     	s3   	     	s278  	     	     	     	     	349   	     	     	     	     	     	     	     	     	     	312   	     	     	     	     	311   	310   	     	536   	     	     	     	     
536   	     	     	s353  	     	s537  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
537   	     	r52   	     	r52   	r52   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	r52   	     	     	r52   	     	r52   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
538   	     	s56   	     	     	     	     	     	     	     	     	s55   	     	     	     	s257  	     	s60   	     	     	s260  	s230  	s229  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	231   	71   	64   	5    	539   	270   	261   	     	     	     	     	     	     	     	     	     
539   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	s272  	     	     	     	     	     	     	     	     	     	     	     	s540  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
